34703,NaN,NaN,NaN,NaN,NaN,NaN
34710,NaN,NaN,NaN,NaN,NaN,NaN
34717,NaN,NaN,NaN,NaN,NaN,NaN
34724,NaN,NaN,NaN,NaN,NaN,NaN
34731,NaN,NaN,NaN,NaN,NaN,NaN
34738,NaN,NaN,NaN,NaN,NaN,NaN
34745,NaN,NaN,NaN,NaN,NaN,NaN
34752,NaN,NaN,NaN,NaN,NaN,NaN
34759,NaN,NaN,NaN,NaN,NaN,NaN
34766,NaN,NaN,NaN,NaN,NaN,NaN
34773,NaN,NaN,NaN,NaN,NaN,NaN
34780,NaN,NaN,NaN,NaN,NaN,NaN
34787,NaN,NaN,NaN,NaN,NaN,NaN
34794,NaN,NaN,NaN,NaN,NaN,NaN
34801,NaN,NaN,NaN,NaN,NaN,NaN
34808,NaN,NaN,NaN,NaN,NaN,NaN
34815,NaN,NaN,NaN,NaN,NaN,NaN
34822,NaN,NaN,NaN,NaN,NaN,NaN
34829,NaN,NaN,NaN,NaN,NaN,NaN
34836,NaN,NaN,NaN,NaN,NaN,NaN
34843,NaN,NaN,NaN,NaN,NaN,NaN
34850,NaN,NaN,NaN,NaN,NaN,NaN
34857,NaN,NaN,NaN,NaN,NaN,NaN
34864,NaN,NaN,NaN,NaN,NaN,NaN
34871,NaN,NaN,NaN,NaN,NaN,NaN
34878,NaN,NaN,NaN,NaN,NaN,NaN
34885,NaN,NaN,NaN,NaN,NaN,NaN
34892,NaN,NaN,NaN,NaN,NaN,NaN
34899,NaN,NaN,NaN,NaN,NaN,NaN
34906,NaN,NaN,NaN,NaN,NaN,NaN
34913,NaN,NaN,NaN,NaN,NaN,NaN
34920,NaN,NaN,NaN,NaN,NaN,NaN
34927,NaN,NaN,NaN,NaN,NaN,NaN
34934,NaN,NaN,NaN,NaN,NaN,NaN
34941,NaN,NaN,NaN,NaN,NaN,NaN
34948,NaN,NaN,NaN,NaN,NaN,NaN
34955,NaN,NaN,NaN,NaN,NaN,NaN
34962,NaN,NaN,NaN,NaN,NaN,NaN
34969,NaN,NaN,NaN,NaN,NaN,NaN
34976,NaN,NaN,NaN,NaN,NaN,NaN
34983,NaN,NaN,NaN,NaN,NaN,NaN
34990,NaN,NaN,NaN,NaN,NaN,NaN
34997,NaN,NaN,NaN,NaN,NaN,NaN
35004,NaN,NaN,NaN,NaN,NaN,NaN
35011,NaN,NaN,NaN,NaN,NaN,NaN
35018,NaN,NaN,NaN,NaN,NaN,NaN
35025,NaN,NaN,NaN,NaN,NaN,NaN
35032,NaN,NaN,NaN,NaN,NaN,NaN
35039,NaN,NaN,NaN,NaN,NaN,NaN
35046,NaN,NaN,NaN,NaN,NaN,NaN
35053,NaN,NaN,NaN,NaN,NaN,NaN
35060,NaN,NaN,NaN,NaN,NaN,NaN
35067,NaN,NaN,NaN,NaN,NaN,NaN
35074,NaN,NaN,NaN,NaN,NaN,NaN
35081,NaN,NaN,NaN,NaN,NaN,NaN
35088,NaN,NaN,NaN,NaN,NaN,NaN
35095,NaN,NaN,NaN,NaN,NaN,NaN
35102,NaN,NaN,NaN,NaN,NaN,NaN
35109,NaN,NaN,NaN,NaN,NaN,NaN
35116,NaN,NaN,NaN,NaN,NaN,NaN
35123,NaN,NaN,NaN,NaN,NaN,NaN
35130,NaN,NaN,NaN,NaN,NaN,NaN
35137,NaN,NaN,NaN,NaN,NaN,NaN
35144,NaN,NaN,NaN,NaN,NaN,NaN
35151,NaN,NaN,NaN,NaN,NaN,NaN
35158,NaN,NaN,NaN,NaN,NaN,NaN
35165,NaN,NaN,NaN,NaN,NaN,NaN
35172,NaN,NaN,NaN,NaN,NaN,NaN
35179,NaN,NaN,NaN,NaN,NaN,NaN
35186,NaN,NaN,NaN,NaN,NaN,NaN
35193,NaN,NaN,NaN,NaN,NaN,NaN
35200,NaN,NaN,NaN,NaN,NaN,NaN
35207,NaN,NaN,NaN,NaN,NaN,NaN
35214,NaN,NaN,NaN,NaN,NaN,NaN
35221,NaN,NaN,NaN,NaN,NaN,NaN
35228,NaN,NaN,NaN,NaN,NaN,NaN
35235,NaN,NaN,NaN,NaN,NaN,NaN
35242,NaN,NaN,NaN,NaN,NaN,NaN
35249,NaN,NaN,NaN,NaN,NaN,NaN
35256,NaN,NaN,NaN,NaN,NaN,NaN
35263,NaN,NaN,NaN,NaN,NaN,NaN
35270,NaN,NaN,NaN,NaN,NaN,NaN
35277,NaN,NaN,NaN,NaN,NaN,NaN
35284,NaN,NaN,NaN,NaN,NaN,NaN
35291,NaN,NaN,NaN,NaN,NaN,NaN
35298,NaN,NaN,NaN,NaN,NaN,NaN
35305,NaN,NaN,NaN,NaN,NaN,NaN
35312,NaN,NaN,NaN,NaN,NaN,NaN
35319,NaN,NaN,NaN,NaN,NaN,NaN
35326,NaN,NaN,NaN,NaN,NaN,NaN
35333,NaN,NaN,NaN,NaN,NaN,NaN
35340,NaN,NaN,NaN,NaN,NaN,NaN
35347,NaN,NaN,NaN,NaN,NaN,NaN
35354,NaN,NaN,NaN,NaN,NaN,NaN
35361,NaN,NaN,NaN,NaN,NaN,NaN
35368,NaN,NaN,NaN,NaN,NaN,NaN
35375,NaN,NaN,NaN,NaN,NaN,NaN
35382,NaN,NaN,NaN,NaN,NaN,NaN
35389,NaN,NaN,NaN,NaN,NaN,NaN
35396,NaN,NaN,NaN,NaN,NaN,NaN
35403,NaN,NaN,NaN,NaN,NaN,NaN
35410,NaN,NaN,NaN,NaN,NaN,NaN
35417,NaN,NaN,NaN,NaN,NaN,NaN
35424,NaN,NaN,NaN,NaN,NaN,NaN
35431,NaN,NaN,NaN,NaN,NaN,NaN
35438,NaN,NaN,NaN,NaN,NaN,NaN
35445,NaN,NaN,NaN,NaN,NaN,NaN
35452,NaN,NaN,NaN,NaN,NaN,NaN
35459,NaN,NaN,NaN,NaN,NaN,NaN
35466,NaN,NaN,NaN,NaN,NaN,NaN
35473,NaN,NaN,NaN,NaN,NaN,NaN
35480,NaN,NaN,NaN,NaN,NaN,NaN
35487,NaN,NaN,NaN,NaN,NaN,NaN
35494,NaN,NaN,NaN,NaN,NaN,NaN
35501,NaN,NaN,NaN,NaN,NaN,NaN
35508,NaN,NaN,NaN,NaN,NaN,NaN
35515,NaN,NaN,NaN,NaN,NaN,NaN
35522,NaN,NaN,NaN,NaN,NaN,NaN
35529,NaN,NaN,NaN,NaN,NaN,NaN
35536,NaN,NaN,NaN,NaN,NaN,NaN
35543,NaN,NaN,NaN,NaN,NaN,NaN
35550,NaN,NaN,NaN,NaN,NaN,NaN
35557,NaN,NaN,NaN,NaN,NaN,NaN
35564,NaN,NaN,NaN,NaN,NaN,NaN
35571,NaN,NaN,NaN,NaN,NaN,NaN
35578,NaN,NaN,NaN,NaN,NaN,NaN
35585,NaN,NaN,NaN,NaN,NaN,NaN
35592,NaN,NaN,NaN,NaN,NaN,NaN
35599,NaN,NaN,NaN,NaN,NaN,NaN
35606,NaN,NaN,NaN,NaN,NaN,NaN
35613,NaN,NaN,NaN,NaN,NaN,NaN
35620,NaN,NaN,NaN,NaN,NaN,NaN
35627,NaN,NaN,NaN,NaN,NaN,NaN
