2.4113634306178411e+00,1.1778545067415078e+00,-3.4618465456841169e-01,-1.0421619131756461e+00,-4.1614385293913958e-01,-1.7492499749201762e+00,-4.3891437738769384e-01,-1.2225778372403322e+00,-2.2559277576406140e+00,-8.4349069318791059e-01
1.7088702470395472e+00,9.3301874417493702e-01,1.5993103056463404e-01,-1.1517126764499070e+00,-1.2568271532064519e+00,-3.6836582859414788e+00,-1.6143929845000013e+00,-3.3073420690092634e+00,-4.1600746195323559e+00,-9.6057350560891597e-01
1.6024343539460155e+00,9.2287299906686004e-01,1.9405700151775968e-01,-1.2257861909725236e+00,-1.2297820698130799e+00,-4.2274841343037197e+00,-2.4448351101420949e+00,-4.5456616924630238e+00,-4.9051366423843472e+00,-8.0367323121789025e-01
1.5590350017054022e+00,9.6524839054483158e-01,2.0703168599805644e-01,-1.3279791834847134e+00,-1.2178382423894589e+00,-4.1653516364583281e+00,-2.6284231536012053e+00,-4.8977812855252694e+00,-5.0630760801671499e+00,-7.4175771359148035e-01
1.5511586297478401e+00,9.8852405675912025e-01,2.1390513737298192e-01,-1.3426203564005958e+00,-1.2156798510289397e+00,-4.0573587156468003e+00,-2.6615933822500835e+00,-4.9188378825734302e+00,-4.9854562059535121e+00,-6.9122873601317203e-01
1.5677637049363271e+00,9.7219145341105406e-01,1.9753152532698276e-01,-1.3386057324492906e+00,-1.2523380776247697e+00,-4.0345974814998371e+00,-2.6862561979310091e+00,-4.9609665137242906e+00,-4.9839880393393612e+00,-6.7887035942516039e-01
1.5506496254621049e+00,9.9179026663112024e-01,2.1074496270620449e-01,-1.3286513737176009e+00,-1.2822401114724067e+00,-3.9906206213818369e+00,-2.6753554673973530e+00,-4.9797218363136011e+00,-4.9740863990427941e+00,-6.5525515314394378e-01
1.5545287973606381e+00,9.9873647584930314e-01,2.0203240351205587e-01,-1.3230450700078848e+00,-1.2982334234359567e+00,-3.9826944644566216e+00,-2.7016785784455370e+00,-4.9899478674169124e+00,-4.9613345236814528e+00,-6.4347904221989161e-01
1.5821666059403863e+00,9.5650687437224424e-01,1.7799791528163034e-01,-1.3238571950024958e+00,-1.3649872625896760e+00,-3.9612613658083284e+00,-2.6924131766746995e+00,-5.0381379028340998e+00,-4.9946163491971616e+00,-6.5086795756200655e-01
1.5825479645081670e+00,9.5129498510182153e-01,1.7365237442970755e-01,-1.3255845460637596e+00,-1.4134236773449951e+00,-3.9435059514823108e+00,-2.6838339190481006e+00,-5.0250731515250990e+00,-4.9776095925331472e+00,-6.6050201663184394e-01
